train_loss,val_loss,train_acc,val_acc
1.3437779157686889,0.6554743938240097,0.6282016716095983,0.7779578606158833
0.5415026768579995,0.6696327379406574,0.8215152332165004,0.7982171799027553
0.4264328509577203,0.5082545490675822,0.8595308708546778,0.8273905996758509
0.35103203928769516,0.424758804714114,0.8786734968994339,0.8581847649918962
0.27749814104563014,0.35696733395253555,0.9007818819088703,0.8889789303079416
0.25532870400816515,0.36057062577844917,0.9142626044755999,0.8914100486223663
0.2041028341568201,0.32164247816189534,0.9290913992990024,0.899513776337115
0.19107105905362362,0.34330584741535924,0.9358317605823672,0.899513776337115
0.18184721383903188,0.3913792318995058,0.9339444594230251,0.8792544570502431
0.1611149905148535,0.37131334864322174,0.9433809652197358,0.8970826580226904
0.14319402628082828,0.363918432164741,0.9490428686977622,0.8922204213938412
0.14440881982184575,0.350762806234676,0.9541655432731194,0.8978930307941653
0.11479442614040532,0.38052933541922024,0.9563224588837962,0.8954619124797407
0.13847838526797057,0.3504375695474312,0.9517390132111081,0.9059967585089141
0.11118930651351557,0.32280279437902293,0.9609059045564843,0.9051863857374393
0.14756331343508114,0.48128720121900626,0.9479644108924238,0.9051863857374393
0.10152652564798284,0.4161908034731891,0.9614451334591534,0.8897893030794165
0.09877945149523787,0.3613001011188293,0.966298193583176,0.906807131280389
0.09062117709102545,0.3705451551009146,0.9706120248045296,0.9051863857374393
0.09992218537049719,0.39348260179837957,0.9641412779724994,0.9003241491085899
0.11055954707443441,0.4261864816731961,0.9636020490698302,0.9076175040518638
0.08891981984163494,0.4473697438049327,0.9700727959018604,0.8978930307941653
0.086515680169418,0.36126561784501715,0.968994338096522,0.906807131280389
0.07914810392470269,0.3305421607078458,0.9708816392558641,0.9189627228525121
0.07417229604880969,0.40543870185256514,0.9781612294418981,0.9108589951377634
0.0831482500846285,0.36355968051352716,0.9708816392558641,0.9173419773095624
0.07825550550168561,0.3538025767326475,0.9708816392558641,0.9035656401944895
0.06980773768982586,0.41140834789111086,0.9738473982205447,0.9092382495948136
0.07675676043784403,0.38374330028800524,0.9716904826098679,0.9092382495948136
0.08397937689054868,0.383943797506507,0.9738473982205447,0.906807131280389
0.06568195718099773,0.40074926610439704,0.974925856025883,0.9084278768233387
0.08971504827604264,0.45757084295276823,0.9692639525478566,0.9011345218800648
0.07038184496415661,0.36455940039801105,0.9754650849285522,0.9100486223662885
0.07104792581742088,0.34956040495700214,0.9760043138312213,0.913290113452188
0.06683900241631323,0.39849439686413035,0.9781612294418981,0.9059967585089141
0.06183455224087661,0.3611970558556106,0.9797789161499056,0.9157212317666127
0.05827210493557543,0.32438991819977775,0.9797789161499056,0.9141004862236629
0.08819905765019166,0.3741168444064888,0.9692639525478566,0.9043760129659644
0.08934002873947532,0.43103618217645195,0.9703424103531949,0.9116693679092382
0.07249848334955884,0.4034364871315453,0.974925856025883,0.9108589951377634
0.040947875041634156,0.4333797232897478,0.9838231329199245,0.9092382495948136
0.08074144027317653,0.4367818995238817,0.9746562415745484,0.9157212317666127
0.04749877686667801,0.5042496877326215,0.9851712051765975,0.9051863857374393
0.055218285836538525,0.3953973072850034,0.9789700727959019,0.9108589951377634
0.04328977761287458,0.44930708350095133,0.9873281207872742,0.9076175040518638
0.03283641031372265,0.39199346618034775,0.9884065785926126,0.9181523500810372
0.06526981861373005,0.42263861326423535,0.9773523860878943,0.9116693679092382
0.04092192638912267,0.335670299514638,0.9854408196279321,0.9278768233387358
0.05123526574609398,0.6547811427025345,0.9824750606632515,0.8743922204213939
0.06162695082853179,0.5282382913185902,0.9789700727959019,0.9116693679092382
