train_loss,val_loss,train_acc,val_acc
2.2969194964341764,0.7439407449250744,0.6211916958748989,0.8022690437601296
0.6486708939429016,0.5664878311163989,0.8163925586411431,0.8444084278768234
0.41563696945656115,0.44611258213929045,0.8713939067133999,0.8849270664505673
0.3043056721072147,0.39839144228471557,0.905634942032893,0.8938411669367909
0.2353343345359446,0.32484060045664453,0.9201941224049609,0.9011345218800648
0.17811928364458543,0.3212808058156227,0.9404152062550553,0.8914100486223663
0.15064448644209982,0.2989570764878333,0.9514693987597735,0.9092382495948136
0.12111162682043539,0.35528611347631733,0.9595578322998113,0.8987034035656402
0.10188388324576943,0.3110507726271198,0.9641412779724994,0.9165316045380876
0.09524212257339486,0.3348143467597261,0.967646265839849,0.9076175040518638
0.07864624360688262,0.3561887836806035,0.9714208681585333,0.9035656401944895
0.06737150034314059,0.31065300739145,0.9792396872472364,0.9157212317666127
0.06402650534761148,0.35608864561051323,0.9776220005392289,0.906807131280389
0.07002988142903264,0.3853577312617525,0.9760043138312213,0.9084278768233387
0.04647082297734557,0.3897549887050898,0.9816662173092477,0.9092382495948136
0.06055729867462104,0.36771368181212755,0.9813966028579132,0.9157212317666127
0.061698879220995755,0.36718881686012045,0.9792396872472364,0.9084278768233387
0.04284852106916628,0.39535597347319684,0.9854408196279321,0.9116693679092382
0.04355594754192941,0.33976862100191674,0.9854408196279321,0.9222042139384117
0.033962291902537314,0.3587966381707895,0.9892154219466164,0.9149108589951378
0.04051419722589763,0.3871464594378158,0.9870585063359396,0.9092382495948136
0.030864411055786602,0.34995071507513215,0.9886761930439472,0.9141004862236629
0.03122416630399359,0.3869212474248042,0.9902938797519547,0.9173419773095624
0.033549538669401135,0.33206583181071314,0.9900242653006202,0.9205834683954619
0.02514776707624117,0.36776158064937947,0.9919115664599623,0.9149108589951378
0.029165421644261873,0.37708303349460903,0.9892154219466164,0.9205834683954619
0.03228873500261977,0.3762778813232827,0.9908331086546239,0.919773095623987
0.05456454811221499,0.33054294365101494,0.9843623618225937,0.9213938411669368
0.026046886048049948,0.3386255175288882,0.9897546508492855,0.9319286871961102
0.026208800343175395,0.4094986759913583,0.9935292531679698,0.919773095623987
0.02449180673665738,0.43147617333048444,0.9916419520086277,0.9189627228525121
0.039485379372699296,0.36072211418897754,0.9905634942032893,0.9270664505672609
0.02340966933282596,0.38167119484250994,0.9919115664599623,0.9181523500810372
0.0328723786199271,0.4612837059743383,0.991372337557293,0.9124797406807131
0.030252775154949084,0.4106403022347196,0.9916419520086277,0.9165316045380876
0.03316021688273953,0.4104068736623616,0.9919115664599623,0.9157212317666127
0.0232068923901868,0.42820462609244414,0.992720409813966,0.9189627228525121
0.017216463192847795,0.4247217911513995,0.9948773254246428,0.9189627228525121
0.026681289734179745,0.408004818087559,0.9911027231059585,0.9181523500810372
0.01946390373506763,0.4697577760480463,0.9946077109733081,0.9181523500810372
0.016284380319291497,0.4655620412121632,0.9959557832299811,0.9254457050243112
0.02825352317436334,0.46165737432656573,0.9905634942032893,0.919773095623987
0.02378150234970644,0.5172675297399729,0.992720409813966,0.9230145867098866
0.03134823211020044,0.4092704461598752,0.991372337557293,0.913290113452188
0.03034430936889873,0.4494911489662526,0.9902938797519547,0.9165316045380876
0.02324555953713493,0.4640088971799809,0.9911027231059585,0.9173419773095624
0.023648047791233993,0.4554916174189494,0.9937988676193044,0.9222042139384117
0.023928175451714585,0.47457646129064274,0.9916419520086277,0.9157212317666127
0.03391681900821691,0.4577365282355354,0.9911027231059585,0.9157212317666127
0.02720055835374653,0.43169817131999405,0.9935292531679698,0.9100486223662885
